,Title,Company,Company_Rating,Location,Salary,Date,Description
491,nuevo empleoSAP FICO Consultant,Tech Mahindra,3.7,"Guadalajara, Jal.",,Postedhace 3 días,"Consultant with 3-5 years of experience FI and CO under Simple Finance (S/4 HANA).
 Strong Analytical and problem-solving skills."
492,Software Developer | Data Engineer,Luxoft,4.4,Remoto,,Postedhace 30+ días,"To have all the attitude to learn about data pipeline and data engineering duties.
 As an Engineer working on an industry-leading Data Platform, you will…"
493,Product Engineer,Franklin Electric,3.8,"Guadalupe, N. L.","$30,000 - $40,000 al mes",EmployerActivo hace 6 días,"You will be responsible for design maintenance, technical support, quality upgrades, and cost saving opportunities for electronic PCBAs used in current ""in…"
494,Product Manager - Parcel,99 Minutos,2.3,"11560, Colonia Polanco, CDMX","$60,000 - $70,000 al mes",EmployerActivo hace 3 días,"Build, maintain, and regularly communicate detailed reporting for other leaders across the company who will use your team's data to inform their own operations…"
495,T&E Analyst,C3 AI,,"Guadalajara, Jal.",,Postedhace 30+ días,"As a T&E Analyst, you will handle various Travel & Expense process and initiatives at C3 AI.
 This role will report directly to the Director of Accounting."
496,Mobility Advisor,Mondelēz International,4.0,"Colonia Santa Fe, CDMX",,Postedhace 19 días,"Sense check the provided data by reviewing with a YTD tracking file.
 Reach out monthly to all country contacts to request this data."
497,Data Engineer,Capital Empresarial Horizonte,,"Guadalajara, Jal.","$30,000 - $85,000 al año",Postedhace 30+ días,"Escolaridad: * Ingeniería en Sistemas, Informática o afín.
 Experiencia en Lago de datos de Azure.
 Experiencia en Almacén de datos de Azure."
498,Sr. Administrative Assistant,Steelcase,3.9,"San Pedro Garza García, N. L.",,Postedhace 13 días,"Gathers, collects, records, tracks, and verifies data and information from multiple sources.
 As a Sr. Administrative Assistant, you will handle a variety of…"
499,WebLogic Administrator « English 80% » « Senior »,Information Technologies Consultant Home S.A. de...,,+1 ubicaciónRemoto,,Postedhace 9 días,"29.Experience with implementing and maintaining data encryption, SSL certificates.
 14.Deploy / execute scripts to manage logs related to disk utilization and…"
500,Nutriólogo: Educador en Diabetes,IQVIA,3.8,"Benito Juárez, CDMX","$17,000 al mes",EmployerActivo hace 28 días,"Licenciatura en Nutrición (titulo y cedula).
 Experiencia en plataformas virtuales (Teams, Zoom, Gotowebinar).
 Experiencia en manejo de CRM (deseable)."
501,Data Monitoring Engineer,MSIGHTS,4.3,"Monterrey, N. L.",,Postedhace 18 días,Design and develop automatic data integration processes that help the MSIGHTS customer base import data into the platform for reporting.
502,Desarrollador Java - Tutor Online,Coderhouse,,"Remoto in Toluca, Méx.",,EmployerActivo hace 2 días,"Nuestro foco está en la educación digital y tenemos alcance mundial, dictamos cursos de desarrollo, marketing digital, diseño, data y producto."
503,Supply Chain Manager,Schneider Electric,3.7,"Tlaxcala, Tlax.",,Postedhace 30+ días,"Monitors key sales and operations planning performance indicators, cost-to-serve performance data, and coordinates cross-functional work teams to increase…"
504,"Lead, Repair/ Maintenance",American Standard,3.6,"Santa Ana Chiautempan, Tlax.",,Postedhace 20 días,"Ü Control of spare parts and technical data.
 Responsible for generating and coordinating preventive maintenance programs, reduction of corrective maintenance <…"
505,Data Technicians - copy,Honeywell,3.7,"Chihuahua, Chih.",,Postedhace 30+ días,"Responsible for performance report and scorecards.
 Assist in production plan execution.
 Track HSE & 5S training, audit and action."
506,Customer Service Jr,Avery Dennison RBIS,,"Remoto in Querétaro, Qro.","$12,000 - $14,000 al mes",EmployerActivo hace 11 días,"SUMMARY: The Order Processing position is responsible to enter all incoming orders and related data timely and correctly.
 High School Diploma in BA/BS degree."
507,Industrial Engineer in Tlaxcala,Ericsson,4.1,"Puebla, Pue.",,Postedhace 24 días,"Manage production performance as collecting data, analysing, checking, modifying, implementing and updating production processes utilizing methods and tools."
508,DATA ENGINEER (DWH),Softnet Soluciones,,"Monterrey, N. L.",,Postedhace 30+ días,"Good understanding of relational databases, starschemas, data marts and data warehouses.
 Builds the infrastructure required for optimal data extraction,…"
509,Analyst - Business Consulting,HSBC,4.0,"Cuauhtémoc, CDMX",,Postedhace 28 días,"Atleast 1 year of hands-on analytics experience solving complex business problems using data.
 Members of this Job Family are differentiated by their capability…"
510,Analyst - Business Consulting,HSBC,4.0,"Cuauhtémoc, CDMX",,Postedhace 28 días,"Atleast 1 year of hands-on analytics experience solving complex business problems using data.
 Members of this Job Family are differentiated by their capability…"
511,Application Engineer,Altair Engineering,,Remoto,,Postedhace 30+ días,"For more than 30 years, we have been helping our customers integrate electronics and controls with mechanical design to expand product value, develop AI,…"
512,Customer Service / Sales Representative (Remoto-Mexico),Remoteco,,Remoto,"$7,000 - $8,000 al mes",EmployerActivo hace 4 días,"Register sale or no sale into our data entry portal.
 Part Time Position (Full time is a possibility depending on how well you do)."
513,INTERN,"PRGX Global, Inc",,"11000, Colonia Lomas de Chapultepec, CDMX",,Postedhace 10 días,"Performs data entry to support Analysts.
 Supports audit operations by typing in Excel or Proprietary software the information from the client documents."
514,nuevo empleoSoftware Engineer,Intel,4.1,"Guadalajara, Jal.",,Postedhace 5 días,"The data center is the underpinning for every data-driven service, from artificial intelligence to 5G to high-performance computing, and DCG delivers the…"
515,"Data Software Developer, Jr",Luxoft,4.4,Remoto,,Postedhace 30+ días,"Experience in data pipeline and data quality.
 2+ years of professional, post-college software development in object-oriented language."
516,Virtual medical assistant scheduler,North American Production Sharing de México S.A....,4.0,"Remoto in Tijuana, B.C.","$20,000 al mes",EmployerActivo hace 3 días,"They also will prep charts and collect data from outside providers prior to the telehealth appointment).
 The Virtual medical assistant will call patients after…"
517,nuevo empleoData Analyst III,F5,,"Guadalajara, Jal.","$20,000 al mes",EmployerActivo hace 4 días,"Ensure a high-level of data quality and accuracy across all relevant data sources.
 Identify data source gaps and help define the business tools and processes to…"
518,nuevo empleoSolutions Engineering Analyst - Mexico,Placer.ai,,Desde casa+1 ubicación,,Postedhace 6 días,"Extract, manipulate and compile data from different sources for analyses.
 Interpret data, analyze results using statistical techniques and provide ongoing…"
519,"nuevo empleoRegional HR, Ensenada",Maxeon,,"Ensenada, B.C.",,Postedhace 5 días,"Proactively engages with functional experts, data sources, and end users to improve overall service delivery.
 Recommends new approaches and alternatives."
520,SAP Master Data Analyst I - Remote,TE Connectivity,3.7,"Remoto in Hermosillo, Son.",,Postedhace 30+ días,"KPI Reporting on data accuracy, completeness and timeliness of part creation processes for assigned plants.
 Performs analysis and auditing of material master,…"
521,Sr CRA 1,IQVIA,3.8,Remoto,,Postedhace 13 días,"Perform monitoring and site management work to ensure that sites are conducting the study(ies) and reporting study data as required by the study protocol,…"
522,nuevo empleoProject Manager (Infrastructure),Tech Mahindra,3.7,"Guadalajara, Jal.",,Postedhace 3 días,"Work with InfoSec team to implement security of the network, data and its storage and communication systems.
 Supervising daily operations of network and server…"
523,Data Engineer - ETL,IBM,3.9,"Guadalajara, Jal.",,Postedhace 30+ días,"To think along with clients and sell.
 This job will perform the role of Database Administrator, the activities for this role required to have DB2, SQL, and Java…"
524,Customer Service Account Manager (El Bajio Ind. Park.)Avocad...,TACNA/AVOCADO,,"Tecate, B.C.","$1,800 - $2,300 al día",EmployerActivo hace 6 días,"Data entry, presentation creation, strategic planning, customer service as.
 Leads in all aspects of daily shift management, including but not limited to."
525,Data Analyst,Bosch Group,4.1,"Guadalajara, Jal.",,Postedhace 24 días,"Data Analyst with 3+ years of experience and demonstrates ability for understand business requirements, data management and data modeling."
526,Global Module Equipment Development Manager,Maxeon,,"Mexicali, B.C.",,Postedhace 18 días,"Ability to analyze factory needs using factory performance data and collect voice of customer project requests.
 Deliver committed projects per schedule."
527,nuevo empleoWanted Lead Qualification Specialist (Remoto-Mexico),Remoteco,,Remoto,,Postedhace 6 días,"Perform data collection & data entry: Pull data from databases and enter data into spreadsheets and CRM.
 Data will include contact names, business names, job…"
528,Jefe de Tecnologías de la Información,ALLTUB MEXICO S DE RL DE CV,,"Ecatepec, Méx.",,EmployerActivo hace 7 días,"INGLES NIVEL CONVERSACION INDISPENSABLE (reporte dual a jefe en México y jefe en Alemania).
 Experiencia 2 años mínimo en puesto similar en empresas de…"
529,nuevo empleoAdministrative Assistant,Intel,4.1,"Guadalajara, Jal.",,Postedhace 3 días,"Strong experience in data handling/ analysis.
 Calendar management, shifting priorities and deadlines, managing in detail complex travels and expenses."
530,Tax Specialist,Unilever,4.2,"Tultitlán, Méx.",,Postedhace 30+ días,"Managing tax data with focus on hygiene of master data and transactional data.
 Reconciliation and analysis of data.
 Fully conversant with SAP (FI Module)."
531,Sr. Director Construction - LATAM,Microsoft,4.2,"Querétaro, Qro.",,Postedhace 17 días,"The role requires a smart, motivated professional to lead the LATAM construction team and work with various internal departments, including Data Center…"
532,nuevo empleoQuality Engineer,Albéa,3.5,"Querétaro, Qro.",,PostedHoy,"Continuous analysis of the data from the process and to stablish preventive action to prevent futures complaints.
 Continuous customers and suppliers visits."
533,Customer Service Representative,Sharecare Inc.,,Remoto,,Postedhace 30+ días,"The Customer Service Representative (CSR) answers inbound calls from members and providers, inputs data, and provides a high level of customer service always…"
534,Inventory Control Analyst,Maxeon,,"Ensenada, B.C.",,Postedhace 13 días,"Engages in situational and/or data analyses requiring the review of multiple factors.
 Serves as liaison between sales and operations teams to develop concepts…"
535,nuevo empleoProcess Engineer 1,Skyworks,3.8,"Mexicali, B.C.",,Postedhace 7 días,"Follows standard practices and procedures in analyzing situations or data from which answers can be readily obtained.
 Works on problems of limited scope."
536,HR Business Partner,The Clorox Company,4.0,"Tlalnepantla, Méx.",,Postedhace 30+ días,"Continuous engagement monitoring and improvement through creative activities, benchmark data and local an Sales & PSO best practice."
537,nuevo empleoData Quality Expert,Micro Focus,3.6,"Tlaquepaque, Jal.",,Postedhace 6 días,"Responsible for the design and execution of Data Qualit processes across the E2E data cycle including master and transactional data.
 Ability to lead a team."
538,nuevo empleoMid QA Engineer,Tech Mahindra,3.7,"Guadalajara, Jal.",,Postedhace 3 días,"Test Automation tools (Selenium, and/or other JavaScript-based frameworks)."
539,nuevo empleoData Engineer,BAXTER,3.8,"Guadalajara, Jal.",,Postedhace 6 días,"Able to write SQL code sufficient for most business requirements for pulling data from sources, applying rules to the data, and stocking target data."
